# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1326213	1327868	-	XP_003645213.1		XM_003645165.1	Hypothetical protein		11471975	Ecym_2686	1656	551	
gene	tRNA	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1328316	1328389	-						11468438	Ecym_2687	74		
tRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1328316	1328389	-				tRNA-Asn		11468438	Ecym_2687	74		
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1329887	1334182	-						11470776	Ecym_2688	4296		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1329887	1334182	-	XM_003645166.1		XP_003645214.1	Hypothetical protein		11470776	Ecym_2688	4296	4296	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1329887	1334182	-	XP_003645214.1		XM_003645166.1	Hypothetical protein		11470776	Ecym_2688	4296	1431	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1334396	1335472	+						11470777	Ecym_2689	1077		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1334396	1335472	+	XM_003645167.1		XP_003645215.1	Hypothetical protein		11470777	Ecym_2689	1077	1077	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1334396	1335472	+	XP_003645215.1		XM_003645167.1	Hypothetical protein		11470777	Ecym_2689	1077	358	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1335679	1336146	-						11468439	Ecym_2690	468		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1335679	1336146	-	XM_003645168.1		XP_003645216.1	Hypothetical protein		11468439	Ecym_2690	468	468	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1335679	1336146	-	XP_003645216.1		XM_003645168.1	Hypothetical protein		11468439	Ecym_2690	468	155	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1336611	1339997	-						11471976	Ecym_2691	3387		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1336611	1339997	-	XM_003645169.1		XP_003645217.1	Hypothetical protein		11471976	Ecym_2691	3387	3387	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1336611	1339997	-	XP_003645217.1		XM_003645169.1	Hypothetical protein		11471976	Ecym_2691	3387	1128	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1340333	1341283	+						11468440	Ecym_2692	951		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1340333	1341283	+	XM_003645170.1		XP_003645218.1	Hypothetical protein		11468440	Ecym_2692	951	951	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1340333	1341283	+	XP_003645218.1		XM_003645170.1	Hypothetical protein		11468440	Ecym_2692	951	316	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1341409	1341927	+						11470778	Ecym_2693	519		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1341409	1341927	+	XM_003645171.1		XP_003645219.1	Hypothetical protein		11470778	Ecym_2693	519	519	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1341409	1341927	+	XP_003645219.1		XM_003645171.1	Hypothetical protein		11470778	Ecym_2693	519	172	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1342214	1342801	+						11468441	Ecym_2694	588		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1342214	1342801	+	XM_003645172.1		XP_003645220.1	Hypothetical protein		11468441	Ecym_2694	588	588	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1342214	1342801	+	XP_003645220.1		XM_003645172.1	Hypothetical protein		11468441	Ecym_2694	588	195	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1343162	1344724	-						11468442	Ecym_2695	1563		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1343162	1344724	-	XM_003645173.1		XP_003645221.1	Hypothetical protein		11468442	Ecym_2695	1563	1563	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1343162	1344724	-	XP_003645221.1		XM_003645173.1	Hypothetical protein		11468442	Ecym_2695	1563	520	
gene	other	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1345520	1346919	-						11471977	Ecym_2696	1400		partial
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1347848	1350526	+						11471978	Ecym_2697	2679		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1347848	1350526	+	XM_003645174.1		XP_003645222.1	Hypothetical protein		11471978	Ecym_2697	2679	2679	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1347848	1350526	+	XP_003645222.1		XM_003645174.1	Hypothetical protein		11471978	Ecym_2697	2679	892	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1350787	1351671	+						11470779	Ecym_2698	885		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1350787	1351671	+	XM_003645175.1		XP_003645223.1	Hypothetical protein		11470779	Ecym_2698	885	885	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1350787	1351671	+	XP_003645223.1		XM_003645175.1	Hypothetical protein		11470779	Ecym_2698	885	294	
gene	other	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1351949	1356822	+						11471979	Ecym_2699	4874		partial
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1356909	1358201	-						11468443	Ecym_2700	1293		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1356909	1358201	-	XM_003645176.1		XP_003645224.1	Hypothetical protein		11468443	Ecym_2700	1293	1293	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1356909	1358201	-	XP_003645224.1		XM_003645176.1	Hypothetical protein		11468443	Ecym_2700	1293	430	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1358611	1359180	+						11468444	Ecym_2701	570		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1358611	1359180	+	XM_003645177.1		XP_003645225.1	Hypothetical protein		11468444	Ecym_2701	570	570	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1358611	1359180	+	XP_003645225.1		XM_003645177.1	Hypothetical protein		11468444	Ecym_2701	570	189	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1359356	1362760	+						11468445	Ecym_2702	3405		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1359356	1362760	+	XM_003645178.1		XP_003645226.1	Hypothetical protein		11468445	Ecym_2702	3405	3405	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1359356	1362760	+	XP_003645226.1		XM_003645178.1	Hypothetical protein		11468445	Ecym_2702	3405	1134	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1362737	1364002	-						11468446	Ecym_2703	1266		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1362737	1364002	-	XM_003645179.1		XP_003645227.1	Hypothetical protein		11468446	Ecym_2703	1266	1266	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1362737	1364002	-	XP_003645227.1		XM_003645179.1	Hypothetical protein		11468446	Ecym_2703	1266	421	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1364249	1365040	+						11471980	Ecym_2704	792		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1364249	1365040	+	XM_003645180.1		XP_003645228.1	Hypothetical protein		11471980	Ecym_2704	792	792	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1364249	1365040	+	XP_003645228.1		XM_003645180.1	Hypothetical protein		11471980	Ecym_2704	792	263	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1365487	1366161	-						11471981	Ecym_2705	675		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1365487	1366161	-	XM_003645181.1		XP_003645229.1	Hypothetical protein		11471981	Ecym_2705	675	675	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1365487	1366161	-	XP_003645229.1		XM_003645181.1	Hypothetical protein		11471981	Ecym_2705	675	224	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1366838	1367791	+						11470780	Ecym_2706	954		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1366838	1367791	+	XM_003645182.1		XP_003645230.1	Hypothetical protein		11470780	Ecym_2706	954	954	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1366838	1367791	+	XP_003645230.1		XM_003645182.1	Hypothetical protein		11470780	Ecym_2706	954	317	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1368321	1369193	-						11471982	Ecym_2707	873		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1368321	1369193	-	XM_003645183.1		XP_003645231.1	Hypothetical protein		11471982	Ecym_2707	873	873	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1368321	1369193	-	XP_003645231.1		XM_003645183.1	Hypothetical protein		11471982	Ecym_2707	873	290	
gene	tRNA	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1370057	1370128	-						11470781	Ecym_2708	72		
tRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1370057	1370128	-				tRNA-Gln		11470781	Ecym_2708	72		
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1372024	1372983	+						11470782	Ecym_2709	960		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1372024	1372983	+	XM_003645184.1		XP_003645232.1	Hypothetical protein		11470782	Ecym_2709	960	960	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1372024	1372983	+	XP_003645232.1		XM_003645184.1	Hypothetical protein		11470782	Ecym_2709	960	319	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1373818	1376508	+						11468447	Ecym_2710	2691		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1373818	1376508	+	XM_003645185.1		XP_003645233.1	Hypothetical protein		11468447	Ecym_2710	2691	2691	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1373818	1376508	+	XP_003645233.1		XM_003645185.1	Hypothetical protein		11468447	Ecym_2710	2691	896	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1376908	1377255	+						11468448	Ecym_2711	348		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1376908	1377255	+	XM_003645186.1		XP_003645234.1	Hypothetical protein		11468448	Ecym_2711	348	348	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1376908	1377255	+	XP_003645234.1		XM_003645186.1	Hypothetical protein		11468448	Ecym_2711	348	115	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1378070	1379215	+						11468449	Ecym_2712	1146		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1378070	1379215	+	XM_003645187.1		XP_003645235.1	Hypothetical protein		11468449	Ecym_2712	1146	1146	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1378070	1379215	+	XP_003645235.1		XM_003645187.1	Hypothetical protein		11468449	Ecym_2712	1146	381	
gene	tRNA	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1380519	1380589	+						11468450	Ecym_2713	71		
tRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1380519	1380589	+				tRNA-Gly		11468450	Ecym_2713	71		
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1380718	1382964	+						11470783	Ecym_2714	2247		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1380718	1382964	+	XM_003645188.1		XP_003645236.1	Hypothetical protein		11470783	Ecym_2714	2247	2247	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1380718	1382964	+	XP_003645236.1		XM_003645188.1	Hypothetical protein		11470783	Ecym_2714	2247	748	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1383023	1385989	-						11468451	Ecym_2715	2967		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1383023	1385989	-	XM_003645189.1		XP_003645237.1	Hypothetical protein		11468451	Ecym_2715	2967	2967	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1383023	1385989	-	XP_003645237.1		XM_003645189.1	Hypothetical protein		11468451	Ecym_2715	2967	988	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1386630	1388408	+						11468452	Ecym_2716	1779		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1386630	1388408	+	XM_003645190.1		XP_003645238.1	Hypothetical protein		11468452	Ecym_2716	1779	1779	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1386630	1388408	+	XP_003645238.1		XM_003645190.1	Hypothetical protein		11468452	Ecym_2716	1779	592	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1388844	1390295	+						11468453	Ecym_2717	1452		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1388844	1390295	+	XM_003645191.1		XP_003645239.1	Hypothetical protein		11468453	Ecym_2717	1452	1452	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1388844	1390295	+	XP_003645239.1		XM_003645191.1	Hypothetical protein		11468453	Ecym_2717	1452	483	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1390469	1390930	-						11472006	Ecym_2718	462		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1390469	1390930	-	XM_003645192.1		XP_003645240.1	Hypothetical protein		11472006	Ecym_2718	462	462	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1390469	1390930	-	XP_003645240.1		XM_003645192.1	Hypothetical protein		11472006	Ecym_2718	462	153	
gene	tRNA	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1391694	1391779	+						11468491	Ecym_2719	86		
tRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1391694	1391779	+				tRNA-Tyr		11468491	Ecym_2719	74		
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1392398	1394434	+						11470805	Ecym_2720	2037		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1392398	1394434	+	XM_003645193.1		XP_003645241.1	Hypothetical protein		11470805	Ecym_2720	2037	2037	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1392398	1394434	+	XP_003645241.1		XM_003645193.1	Hypothetical protein		11470805	Ecym_2720	2037	678	
gene	other	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1395257	1396338	-						11472007	Ecym_2721	1082		partial
gene	tRNA	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1397215	1397315	+						11472008	Ecym_2722	101		
tRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1397215	1397315	+				tRNA-Trp		11472008	Ecym_2722	72		
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1397674	1398009	+						11468492	Ecym_2723	336		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1397674	1398009	+	XM_003645194.1		XP_003645242.1	Hypothetical protein		11468492	Ecym_2723	336	336	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1397674	1398009	+	XP_003645242.1		XM_003645194.1	Hypothetical protein		11468492	Ecym_2723	336	111	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1398168	1398635	-						11468493	Ecym_2724	468		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1398168	1398635	-	XM_003645195.1		XP_003645243.1	Hypothetical protein		11468493	Ecym_2724	468	468	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1398168	1398635	-	XP_003645243.1		XM_003645195.1	Hypothetical protein		11468493	Ecym_2724	468	155	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1398892	1399791	-						11470806	Ecym_2725	900		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1398892	1399791	-	XM_003645196.1		XP_003645244.1	Hypothetical protein		11470806	Ecym_2725	900	900	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1398892	1399791	-	XP_003645244.1		XM_003645196.1	Hypothetical protein		11470806	Ecym_2725	900	299	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1400258	1402138	+						11470807	Ecym_2726	1881		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1400258	1402138	+	XM_003645197.1		XP_003645245.1	Hypothetical protein		11470807	Ecym_2726	1881	1881	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1400258	1402138	+	XP_003645245.1		XM_003645197.1	Hypothetical protein		11470807	Ecym_2726	1881	626	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1402448	1404226	-						11472009	Ecym_2727	1779		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1402448	1404226	-	XM_003645198.1		XP_003645246.1	Hypothetical protein		11472009	Ecym_2727	1779	1779	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1402448	1404226	-	XP_003645246.1		XM_003645198.1	Hypothetical protein		11472009	Ecym_2727	1779	592	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1404816	1405382	+						11468494	Ecym_2728	567		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1404816	1405382	+	XM_003645199.1		XP_003645247.1	Hypothetical protein		11468494	Ecym_2728	567	567	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1404816	1405382	+	XP_003645247.1		XM_003645199.1	Hypothetical protein		11468494	Ecym_2728	567	188	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1405759	1407504	+						11470808	Ecym_2729	1746		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1405759	1407504	+	XM_003645200.1		XP_003645248.1	Hypothetical protein		11470808	Ecym_2729	1746	1746	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1405759	1407504	+	XP_003645248.1		XM_003645200.1	Hypothetical protein		11470808	Ecym_2729	1746	581	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1407649	1408344	-						11470809	Ecym_2730	696		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1407649	1408344	-	XM_003645201.1		XP_003645249.1	Hypothetical protein		11470809	Ecym_2730	696	696	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1407649	1408344	-	XP_003645249.1		XM_003645201.1	Hypothetical protein		11470809	Ecym_2730	696	231	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1408591	1409628	-						11468495	Ecym_2731	1038		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1408591	1409628	-	XM_003645202.1		XP_003645250.1	Hypothetical protein		11468495	Ecym_2731	1038	1038	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1408591	1409628	-	XP_003645250.1		XM_003645202.1	Hypothetical protein		11468495	Ecym_2731	1038	345	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1410290	1413886	+						11472010	Ecym_2732	3597		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1410290	1413886	+	XM_003645203.1		XP_003645251.1	Hypothetical protein		11472010	Ecym_2732	3597	3597	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1410290	1413886	+	XP_003645251.1		XM_003645203.1	Hypothetical protein		11472010	Ecym_2732	3597	1198	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1414164	1415723	-						11468496	Ecym_2733	1560		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1414164	1415723	-	XM_003645204.1		XP_003645252.1	Hypothetical protein		11468496	Ecym_2733	1560	1560	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1414164	1415723	-	XP_003645252.1		XM_003645204.1	Hypothetical protein		11468496	Ecym_2733	1560	519	
gene	tRNA	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1417555	1417659	+						11468497	Ecym_2734	105		
tRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1417555	1417659	+				tRNA-Ser		11468497	Ecym_2734	82		
gene	other	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1417778	1424214	-						11470810	Ecym_2735	6437		partial
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1424470	1425417	+						11468498	Ecym_2736	948		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1424470	1425417	+	XM_003645205.1		XP_003645253.1	Hypothetical protein		11468498	Ecym_2736	948	948	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1424470	1425417	+	XP_003645253.1		XM_003645205.1	Hypothetical protein		11468498	Ecym_2736	948	315	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1425670	1428726	+						11470811	Ecym_2737	3057		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1425670	1428726	+	XM_003645206.1		XP_003645254.1	Hypothetical protein		11470811	Ecym_2737	3057	3057	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1425670	1428726	+	XP_003645254.1		XM_003645206.1	Hypothetical protein		11470811	Ecym_2737	3057	1018	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1429019	1429966	+						11468499	Ecym_2738	948		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1429019	1429966	+	XM_003645207.1		XP_003645255.1	Hypothetical protein		11468499	Ecym_2738	948	948	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1429019	1429966	+	XP_003645255.1		XM_003645207.1	Hypothetical protein		11468499	Ecym_2738	948	315	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1430077	1432680	-						11472011	Ecym_2739	2604		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1430077	1432680	-	XM_003645208.1		XP_003645256.1	Hypothetical protein		11472011	Ecym_2739	2604	2604	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1430077	1432680	-	XP_003645256.1		XM_003645208.1	Hypothetical protein		11472011	Ecym_2739	2604	867	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1433524	1434060	-						11472012	Ecym_2740	537		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1433524	1434060	-	XM_003645209.1		XP_003645257.1	Hypothetical protein		11472012	Ecym_2740	537	537	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1433524	1434060	-	XP_003645257.1		XM_003645209.1	Hypothetical protein		11472012	Ecym_2740	537	178	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1434619	1435557	+						11468500	Ecym_2741	939		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1434619	1435557	+	XM_003645210.1		XP_003645258.1	Hypothetical protein		11468500	Ecym_2741	939	939	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1434619	1435557	+	XP_003645258.1		XM_003645210.1	Hypothetical protein		11468500	Ecym_2741	939	312	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1436028	1436825	+						11468501	Ecym_2742	798		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1436028	1436825	+	XM_003645211.1		XP_003645259.1	Hypothetical protein		11468501	Ecym_2742	798	798	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1436028	1436825	+	XP_003645259.1		XM_003645211.1	Hypothetical protein		11468501	Ecym_2742	798	265	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1438180	1441914	+						11468502	Ecym_2743	3735		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1438180	1441914	+	XM_003645212.1		XP_003645260.1	Hypothetical protein		11468502	Ecym_2743	3735	3735	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1438180	1441914	+	XP_003645260.1		XM_003645212.1	Hypothetical protein		11468502	Ecym_2743	3735	1244	
gene	protein_coding	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1442759	1444465	-						11470812	Ecym_2744	1707		partial
mRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1442759	1444465	-	XM_003645213.1		XP_003645261.1	Hypothetical protein		11470812	Ecym_2744	1707	1707	partial
CDS	with_protein	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1442759	1444465	-	XP_003645261.1		XM_003645213.1	Hypothetical protein		11470812	Ecym_2744	1707	568	
gene	tRNA	GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1446510	1446581	+						11472013	Ecym_2745	72		
tRNA		GCF_000235365.1	Primary Assembly	chromosome	2	NC_016450.1	1446510	1446581	+				tRNA-Gln		11472013	Ecym_2745	72		
