# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	392899	395076	+	XP_003866008.1		XM_003865960.1	hypothetical protein		14536780	CORT_0A01770	2178	725	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	395097	398753	-						14537131	CORT_0A01780	3657		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	395097	398753	-	XM_003865961.1		XP_003866009.1	hypothetical protein		14537131	CORT_0A01780	3657	3657	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	395097	398753	-	XP_003866009.1		XM_003865961.1	hypothetical protein		14537131	CORT_0A01780	3657	1218	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	398976	399863	-						14536961	CORT_0A01790	888		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	398976	399863	-	XM_003865962.1		XP_003866010.1	hypothetical protein		14536961	CORT_0A01790	888	888	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	398976	399863	-	XP_003866010.1		XM_003865962.1	hypothetical protein		14536961	CORT_0A01790	888	295	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	400485	401324	+						14537562	CORT_0A01800	840		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	400485	401324	+	XM_003865963.1		XP_003866011.1	hypothetical protein		14537562	CORT_0A01800	840	840	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	400485	401324	+	XP_003866011.1		XM_003865963.1	hypothetical protein		14537562	CORT_0A01800	840	279	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	401581	403872	+						14536946	CORT_0A01810	2292		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	401581	403872	+	XM_003865964.1		XP_003866012.1	Akr1 protein		14536946	CORT_0A01810	2292	2292	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	401581	403872	+	XP_003866012.1		XM_003865964.1	Akr1 protein		14536946	CORT_0A01810	2292	763	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	404240	404473	+						14536927	CORT_0A01815	234		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	404240	404473	+	XM_003865965.1		XP_003866013.1	Akr1 protein		14536927	CORT_0A01815	234	234	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	404240	404473	+	XP_003866013.1		XM_003865965.1	Akr1 protein		14536927	CORT_0A01815	234	77	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	404629	405861	+						14536894	CORT_0A01830	1233		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	404629	405861	+	XM_003865966.1		XP_003866014.1	Rex3 protein		14536894	CORT_0A01830	1233	1233	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	404629	405861	+	XP_003866014.1		XM_003865966.1	Rex3 protein		14536894	CORT_0A01830	1233	410	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	405907	406683	-						14536883	CORT_0A01840	777		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	405907	406683	-	XM_003865967.1		XP_003866015.1	hypothetical protein		14536883	CORT_0A01840	777	777	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	405907	406683	-	XP_003866015.1		XM_003865967.1	hypothetical protein		14536883	CORT_0A01840	777	258	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	407325	411053	+						14536841	CORT_0A01850	3729		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	407325	411053	+	XM_003865968.1		XP_003866016.1	Msh6 protein		14536841	CORT_0A01850	3729	3729	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	407325	411053	+	XP_003866016.1		XM_003865968.1	Msh6 protein		14536841	CORT_0A01850	3729	1242	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	414116	414466	+						14537493	CORT_0A01860	351		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	414116	414466	+	XM_003865969.1		XP_003866017.1	adhesin-like protein		14537493	CORT_0A01860	351	351	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	414116	414466	+	XP_003866017.1		XM_003865969.1	adhesin-like protein		14537493	CORT_0A01860	351	116	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	414937	418647	-						14537672	CORT_0A01870	3711		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	414937	418647	-	XM_003865970.1		XP_003866018.1	Chs3 chitin synthase		14537672	CORT_0A01870	3711	3711	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	414937	418647	-	XP_003866018.1		XM_003865970.1	Chs3 chitin synthase		14537672	CORT_0A01870	3711	1236	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	419506	424191	-						14537727	CORT_0A01880	4686		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	419506	424191	-	XM_003865971.1		XP_003866019.1	Mon2 protein		14537727	CORT_0A01880	4686	4686	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	419506	424191	-	XP_003866019.1		XM_003865971.1	Mon2 protein		14537727	CORT_0A01880	4686	1561	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	424364	426061	-						14536848	CORT_0A01890	1698		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	424364	426061	-	XM_003865972.1		XP_003866020.1	hypothetical proteinistidine permease		14536848	CORT_0A01890	1698	1698	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	424364	426061	-	XP_003866020.1		XM_003865972.1	hypothetical proteinistidine permease		14536848	CORT_0A01890	1698	565	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	428508	429731	-						14537056	CORT_0A01900	1224		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	428508	429731	-	XM_003865973.1		XP_003866021.1	Op4 protein		14537056	CORT_0A01900	1224	1224	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	428508	429731	-	XP_003866021.1		XM_003865973.1	Op4 protein		14537056	CORT_0A01900	1224	407	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	433769	435067	+						14536855	CORT_0A01910	1299		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	433769	435067	+	XM_003865974.1		XP_003866022.1	Fad3 omega-3 fatty acid desaturase		14536855	CORT_0A01910	1299	1299	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	433769	435067	+	XP_003866022.1		XM_003865974.1	Fad3 omega-3 fatty acid desaturase		14536855	CORT_0A01910	1299	432	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	435227	437542	+						14537585	CORT_0A01920	2316		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	435227	437542	+	XM_003865975.1		XP_003866023.1	Mef1 protein		14537585	CORT_0A01920	2316	2316	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	435227	437542	+	XP_003866023.1		XM_003865975.1	Mef1 protein		14537585	CORT_0A01920	2316	771	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	437864	438491	-						14537613	CORT_0A01930	628		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	437864	438491	-	XM_003865976.1		XP_003866024.1	Rpl14 ribosomal protein L14		14537613	CORT_0A01930	396	396	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	437864	438491	-	XP_003866024.1		XM_003865976.1	Rpl14 ribosomal protein L14		14537613	CORT_0A01930	396	131	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	439396	441750	+						14537046	CORT_0A01940	2355		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	439396	441750	+	XM_003865977.1		XP_003866025.1	tRNA-Cys synthetase		14537046	CORT_0A01940	2355	2355	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	439396	441750	+	XP_003866025.1		XM_003865977.1	tRNA-Cys synthetase		14537046	CORT_0A01940	2355	784	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	441902	445636	+						14537696	CORT_0A01950	3735		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	441902	445636	+	XM_003865978.1		XP_003866026.1	Smc1 protein		14537696	CORT_0A01950	3735	3735	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	441902	445636	+	XP_003866026.1		XM_003865978.1	Smc1 protein		14537696	CORT_0A01950	3735	1244	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	445662	447368	+						14536825	CORT_0A01960	1707		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	445662	447368	+	XM_003865979.1		XP_003866027.1	hypothetical protein		14536825	CORT_0A01960	1707	1707	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	445662	447368	+	XP_003866027.1		XM_003865979.1	hypothetical protein		14536825	CORT_0A01960	1707	568	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	447373	450498	-						14536827	CORT_0A01970	3126		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	447373	450498	-	XM_003865980.1		XP_003866028.1	Sgd1 protein		14536827	CORT_0A01970	3126	3126	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	447373	450498	-	XP_003866028.1		XM_003865980.1	Sgd1 protein		14536827	CORT_0A01970	3126	1041	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	450686	451792	+						14537625	CORT_0A01980	1107		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	450686	451792	+	XM_003865981.1		XP_003866029.1	Msp1 protein		14537625	CORT_0A01980	1107	1107	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	450686	451792	+	XP_003866029.1		XM_003865981.1	Msp1 protein		14537625	CORT_0A01980	1107	368	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	452509	455070	+						14537510	CORT_0A01990	2562		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	452509	455070	+	XM_003865982.1		XP_003866030.1	Prp13 protein		14537510	CORT_0A01990	2562	2562	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	452509	455070	+	XP_003866030.1		XM_003865982.1	Prp13 protein		14537510	CORT_0A01990	2562	853	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	455108	456607	-						14537497	CORT_0A02000	1500		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	455108	456607	-	XM_003865983.1		XP_003866031.1	Ulp2 SUMO deconjugation enzyme		14537497	CORT_0A02000	1500	1500	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	455108	456607	-	XP_003866031.1		XM_003865983.1	Ulp2 SUMO deconjugation enzyme		14537497	CORT_0A02000	1500	499	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	458964	461510	+						14536985	CORT_0A02010	2547		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	458964	461510	+	XM_003865984.1		XP_003866032.1	Vtc3 polyphosphate synthetase		14536985	CORT_0A02010	2547	2547	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	458964	461510	+	XP_003866032.1		XM_003865984.1	Vtc3 polyphosphate synthetase		14536985	CORT_0A02010	2547	848	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	461797	462435	+						14536977	CORT_0A02020	639		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	461797	462435	+	XM_003865985.1		XP_003866033.1	Ret3 protein		14536977	CORT_0A02020	639	639	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	461797	462435	+	XP_003866033.1		XM_003865985.1	Ret3 protein		14536977	CORT_0A02020	639	212	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	462647	463690	+						14536840	CORT_0A02030	1044		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	462647	463690	+	XM_003865986.1		XP_003866034.1	hypothetical protein		14536840	CORT_0A02030	1044	1044	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	462647	463690	+	XP_003866034.1		XM_003865986.1	hypothetical protein		14536840	CORT_0A02030	1044	347	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	463823	465073	-						14537509	CORT_0A02040	1251		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	463823	465073	-	XM_003865987.1		XP_003866035.1	hypothetical protein		14537509	CORT_0A02040	1251	1251	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	463823	465073	-	XP_003866035.1		XM_003865987.1	hypothetical protein		14537509	CORT_0A02040	1251	416	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	469480	471828	+						14536760	CORT_0A02050	2349		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	469480	471828	+	XM_003865988.1		XP_003866036.1	Dem1 mitochondrial exonuclease		14536760	CORT_0A02050	2349	2349	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	469480	471828	+	XP_003866036.1		XM_003865988.1	Dem1 mitochondrial exonuclease		14536760	CORT_0A02050	2349	782	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	475172	476696	+						14537422	CORT_0A02060	1525		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	475172	476696	+	XM_003865989.1		XP_003866037.1	Cit1 citrate synthase		14537422	CORT_0A02060	1401	1401	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	475172	476696	+	XP_003866037.1		XM_003865989.1	Cit1 citrate synthase		14537422	CORT_0A02060	1401	466	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	477047	480007	+						14536863	CORT_0A02070	2961		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	477047	480007	+	XM_003865990.1		XP_003866038.1	protein		14536863	CORT_0A02070	2961	2961	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	477047	480007	+	XP_003866038.1		XM_003865990.1	protein		14536863	CORT_0A02070	2961	986	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	480266	480739	+						14536839	CORT_0A02080	474		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	480266	480739	+	XM_003865991.1		XP_003866039.1	hypothetical protein		14536839	CORT_0A02080	474	474	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	480266	480739	+	XP_003866039.1		XM_003865991.1	hypothetical protein		14536839	CORT_0A02080	474	157	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	480953	482825	-						14537652	CORT_0A02090	1873		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	480953	482825	-	XM_003865992.1		XP_003866040.1	Not4 E3 ubiquitin-protein ligase		14537652	CORT_0A02090	1809	1809	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	480953	482825	-	XP_003866040.1		XM_003865992.1	Not4 E3 ubiquitin-protein ligase		14537652	CORT_0A02090	1809	602	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	483250	483624	+						14536831	CORT_0A02100	375		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	483250	483624	+	XM_003865993.1		XP_003866041.1	Pkr1 protein		14536831	CORT_0A02100	375	375	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	483250	483624	+	XP_003866041.1		XM_003865993.1	Pkr1 protein		14536831	CORT_0A02100	375	124	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	483729	484496	+						14537523	CORT_0A02110	768		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	483729	484496	+	XM_003865994.1		XP_003866042.1	hypothetical protein		14537523	CORT_0A02110	768	768	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	483729	484496	+	XP_003866042.1		XM_003865994.1	hypothetical protein		14537523	CORT_0A02110	768	255	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	485394	487064	+						14536970	CORT_0A02120	1671		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	485394	487064	+	XM_003865995.1		XP_003866043.1	Hxt5 sugar transporter		14536970	CORT_0A02120	1671	1671	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	485394	487064	+	XP_003866043.1		XM_003865995.1	Hxt5 sugar transporter		14536970	CORT_0A02120	1671	556	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	487242	488168	+						14537427	CORT_0A02130	927		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	487242	488168	+	XM_003865996.1		XP_003866044.1	Yvh1 dual specificity phosphatase (phosphoserine/threonine and phosphotyrosine phosphatase)		14537427	CORT_0A02130	927	927	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	487242	488168	+	XP_003866044.1		XM_003865996.1	Yvh1 dual specificity phosphatase (phosphoserine/threonine and phosphotyrosine phosphatase)		14537427	CORT_0A02130	927	308	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	488183	489037	-						14537473	CORT_0A02140	855		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	488183	489037	-	XM_003865997.1		XP_003866045.1	hypothetical protein		14537473	CORT_0A02140	855	855	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	488183	489037	-	XP_003866045.1		XM_003865997.1	hypothetical protein		14537473	CORT_0A02140	855	284	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	489173	490516	-						14537261	CORT_0A02150	1344		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	489173	490516	-	XM_003865998.1		XP_003866046.1	Ncs2 protein		14537261	CORT_0A02150	1344	1344	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	489173	490516	-	XP_003866046.1		XM_003865998.1	Ncs2 protein		14537261	CORT_0A02150	1344	447	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	490722	492455	-						14536790	CORT_0A02160	1734		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	490722	492455	-	XM_003865999.1		XP_003866047.1	Fcj1 protein		14536790	CORT_0A02160	1734	1734	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	490722	492455	-	XP_003866047.1		XM_003865999.1	Fcj1 protein		14536790	CORT_0A02160	1734	577	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	492610	494454	+						14537047	CORT_0A02170	1845		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	492610	494454	+	XM_003866000.1		XP_003866048.1	actin cytoskeleton component		14537047	CORT_0A02170	1845	1845	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	492610	494454	+	XP_003866048.1		XM_003866000.1	actin cytoskeleton component		14537047	CORT_0A02170	1845	614	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	494558	496387	+						14537290	CORT_0A02180	1830		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	494558	496387	+	XM_003866001.1		XP_003866049.1	Yku80 Yku70p-Yku80p Ku complex subunit		14537290	CORT_0A02180	1830	1830	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	494558	496387	+	XP_003866049.1		XM_003866001.1	Yku80 Yku70p-Yku80p Ku complex subunit		14537290	CORT_0A02180	1830	609	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	496400	497557	-						14537423	CORT_0A02190	1158		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	496400	497557	-	XM_003866002.1		XP_003866050.1	Mtg1 protein		14537423	CORT_0A02190	1158	1158	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	496400	497557	-	XP_003866050.1		XM_003866002.1	Mtg1 protein		14537423	CORT_0A02190	1158	385	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	497608	498471	+						14537348	CORT_0A02200	864		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	497608	498471	+	XM_003866003.1		XP_003866051.1	Kti12 protein		14537348	CORT_0A02200	864	864	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	497608	498471	+	XP_003866051.1		XM_003866003.1	Kti12 protein		14537348	CORT_0A02200	864	287	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	498473	499216	-						14536982	CORT_0A02210	744		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	498473	499216	-	XM_003866004.1		XP_003866052.1	hypothetical protein		14536982	CORT_0A02210	744	744	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	498473	499216	-	XP_003866052.1		XM_003866004.1	hypothetical protein		14536982	CORT_0A02210	744	247	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	499338	501071	+						14537001	CORT_0A02220	1734		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	499338	501071	+	XM_003866005.1		XP_003866053.1	tRNA-Pro synthetase		14537001	CORT_0A02220	1734	1734	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	499338	501071	+	XP_003866053.1		XM_003866005.1	tRNA-Pro synthetase		14537001	CORT_0A02220	1734	577	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	501143	502159	+						14537442	CORT_0A02230	1017		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	501143	502159	+	XM_003866006.1		XP_003866054.1	hypothetical protein		14537442	CORT_0A02230	1017	1017	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	501143	502159	+	XP_003866054.1		XM_003866006.1	hypothetical protein		14537442	CORT_0A02230	1017	338	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	502166	503236	-						14536773	CORT_0A02240	1071		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	502166	503236	-	XM_003866007.1		XP_003866055.1	hypothetical protein		14536773	CORT_0A02240	1071	1071	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	502166	503236	-	XP_003866055.1		XM_003866007.1	hypothetical protein		14536773	CORT_0A02240	1071	356	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	503390	504879	+						14536759	CORT_0A02250	1490		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	503390	504879	+	XM_003866008.1		XP_003866056.1	transcription factor		14536759	CORT_0A02250	1359	1359	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	503390	504879	+	XP_003866056.1		XM_003866008.1	transcription factor		14536759	CORT_0A02250	1359	452	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	505159	506268	+						14537673	CORT_0A02260	1110		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	505159	506268	+	XM_003866009.1		XP_003866057.1	Ime2 serine/threonine protein kinase		14537673	CORT_0A02260	1110	1110	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	505159	506268	+	XP_003866057.1		XM_003866009.1	Ime2 serine/threonine protein kinase		14537673	CORT_0A02260	1110	369	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	506696	507714	+						14536842	CORT_0A02270	1019		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	506696	507714	+	XM_003866010.1		XP_003866058.1	aminotransferase		14536842	CORT_0A02270	957	957	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	506696	507714	+	XP_003866058.1		XM_003866010.1	aminotransferase		14536842	CORT_0A02270	957	318	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	507892	508908	+						14537251	CORT_0A02280	1017		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	507892	508908	+	XM_003866011.1		XP_003866059.1	hypothetical protein		14537251	CORT_0A02280	1017	1017	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	507892	508908	+	XP_003866059.1		XM_003866011.1	hypothetical protein		14537251	CORT_0A02280	1017	338	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	509339	510868	+						14537634	CORT_0A02290	1530		partial
mRNA		GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	509339	510868	+	XM_003866012.1		XP_003866060.1	membrane transporter		14537634	CORT_0A02290	1530	1530	partial
CDS	with_protein	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	509339	510868	+	XP_003866060.1		XM_003866012.1	membrane transporter		14537634	CORT_0A02290	1530	509	
gene	protein_coding	GCF_000315875.1	Primary Assembly	chromosome	1	NC_018292.1	511691	512767	+						14537664	CORT_0A02300	1077		partial
