# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2044645	2045745	+						8045052	CD36_08630	1101		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2044645	2045745	+	XM_002417462.1		XP_002417507.1	alternative oxidase 2, mitochondrial precursor, putative		8045052	CD36_08630	1101	1101	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2044645	2045745	+	XP_002417507.1		XM_002417462.1	alternative oxidase 2, mitochondrial precursor, putative		8045052	CD36_08630	1101	366	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2047012	2048181	+						8045053	CD36_08640	1170		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2047012	2048181	+	XM_002417463.1		XP_002417508.1	(constitutive) alternative oxidase 1, mitochondrial precursor, putative		8045053	CD36_08640	1170	1170	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2047012	2048181	+	XP_002417508.1		XM_002417463.1	(constitutive) alternative oxidase 1, mitochondrial precursor, putative		8045053	CD36_08640	1170	389	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2050116	2052398	+						8045054	CD36_08650	2283		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2050116	2052398	+	XM_002417464.1		XP_002417509.1	heat shock factor protein, putative		8045054	CD36_08650	2283	2283	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2050116	2052398	+	XP_002417509.1		XM_002417464.1	heat shock factor protein, putative		8045054	CD36_08650	2283	760	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2054530	2057172	+						8045055	CD36_08660	2643		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2054530	2057172	+	XM_002417465.1		XP_002417510.1	conserved hypothetical protein		8045055	CD36_08660	2643	2643	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2054530	2057172	+	XP_002417510.1		XM_002417465.1	conserved hypothetical protein		8045055	CD36_08660	2643	880	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2057318	2059114	-						8045056	CD36_08670	1797		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2057318	2059114	-	XM_002417466.1		XP_002417511.1	dihydroxyacetone kinase 1, putative		8045056	CD36_08670	1797	1797	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2057318	2059114	-	XP_002417511.1		XM_002417466.1	dihydroxyacetone kinase 1, putative		8045056	CD36_08670	1797	598	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2060002	2062128	+						8045057	CD36_08680	2127		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2060002	2062128	+	XM_002417467.1		XP_002417512.1	conserved hypothetical protein		8045057	CD36_08680	2127	2127	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2060002	2062128	+	XP_002417512.1		XM_002417467.1	conserved hypothetical protein		8045057	CD36_08680	2127	708	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2062332	2064194	-						8045058	CD36_08690	1863		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2062332	2064194	-	XM_002417468.1		XP_002417513.1	transporter, putative		8045058	CD36_08690	1863	1863	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2062332	2064194	-	XP_002417513.1		XM_002417468.1	transporter, putative		8045058	CD36_08690	1863	620	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2065547	2066920	+						8045059	CD36_08700	1374		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2065547	2066920	+	XM_002417469.1		XP_002417514.1	transporter, putative		8045059	CD36_08700	1374	1374	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2065547	2066920	+	XP_002417514.1		XM_002417469.1	transporter, putative		8045059	CD36_08700	1374	457	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2066961	2067974	-						8045060	CD36_08710	1014		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2066961	2067974	-	XM_002417470.1		XP_002417515.1	NADPH-dependent methylglyoxal reductase, putative		8045060	CD36_08710	1014	1014	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2066961	2067974	-	XP_002417515.1		XM_002417470.1	NADPH-dependent methylglyoxal reductase, putative		8045060	CD36_08710	1014	337	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2068243	2069667	-						8045061	CD36_08720	1425		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2068243	2069667	-	XM_002417471.1		XP_002417516.1	conserved hypothetical protein		8045061	CD36_08720	1425	1425	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2068243	2069667	-	XP_002417516.1		XM_002417471.1	conserved hypothetical protein		8045061	CD36_08720	1425	474	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2070733	2074326	+						8045062	CD36_08730	3594		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2070733	2074326	+	XM_002417472.1		XP_002417517.1	Cu-transporting ATPase type-1, putative		8045062	CD36_08730	3594	3594	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2070733	2074326	+	XP_002417517.1		XM_002417472.1	Cu-transporting ATPase type-1, putative		8045062	CD36_08730	3594	1197	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2074419	2075546	-						8045063	CD36_08740	1128		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2074419	2075546	-	XM_002417473.1		XP_002417518.1	protein phosphatase 2C homolog 1, putative		8045063	CD36_08740	1128	1128	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2074419	2075546	-	XP_002417518.1		XM_002417473.1	protein phosphatase 2C homolog 1, putative		8045063	CD36_08740	1128	375	
gene	pseudogene	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2076485	2077406	+						8045064	CD36_08745	922		pseudo
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2077846	2080080	+						8045065	CD36_08750	2235		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2077846	2080080	+	XM_002417474.1		XP_002417519.1	conserved hypothetical protein		8045065	CD36_08750	2235	2235	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2077846	2080080	+	XP_002417519.1		XM_002417474.1	conserved hypothetical protein		8045065	CD36_08750	2235	744	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2080588	2083161	-						8045066	CD36_08760	2574		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2080588	2083161	-	XM_002417475.1		XP_002417520.1	ARG5,6 protein, [contains: n-acetyl-gamma-glutamyl-phosphate reductase (n-acetyl-glutamate semialdehyde dehydrogenase) (nagsa dehydrogenase); acetylglutamate kinase (nag kinase) (agk) (n-acetyl-l-glutamate 5-phosphotransferase)], putative		8045066	CD36_08760	2574	2574	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2080588	2083161	-	XP_002417520.1		XM_002417475.1	ARG5,6 protein, [contains: n-acetyl-gamma-glutamyl-phosphate reductase (n-acetyl-glutamate semialdehyde dehydrogenase) (nagsa dehydrogenase); acetylglutamate kinase (nag kinase) (agk) (n-acetyl-l-glutamate 5-phosphotransferase)], putative		8045066	CD36_08760	2574	857	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2083946	2084839	-						8045067	CD36_08770	894		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2083946	2084839	-	XM_002417476.1		XP_002417521.1	conserved hypothetical protein		8045067	CD36_08770	894	894	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2083946	2084839	-	XP_002417521.1		XM_002417476.1	conserved hypothetical protein		8045067	CD36_08770	894	297	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2085279	2088209	-						8045068	CD36_08780	2931		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2085279	2088209	-	XM_002417477.1		XP_002417522.1	conserved hypothetical protein		8045068	CD36_08780	2931	2931	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2085279	2088209	-	XP_002417522.1		XM_002417477.1	conserved hypothetical protein		8045068	CD36_08780	2931	976	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2089576	2091261	-						8045069	CD36_08790	1686		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2089576	2091261	-	XM_002417478.1		XP_002417523.1	conserved hypothetical protein		8045069	CD36_08790	1686	1686	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2089576	2091261	-	XP_002417523.1		XM_002417478.1	conserved hypothetical protein		8045069	CD36_08790	1686	561	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2094495	2095073	+						8045070	CD36_08800	579		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2094495	2095073	+	XM_002417479.1		XP_002417524.1	conserved hypothetical protein		8045070	CD36_08800	579	579	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2094495	2095073	+	XP_002417524.1		XM_002417479.1	conserved hypothetical protein		8045070	CD36_08800	579	192	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2095480	2098974	-						8045071	CD36_08810	3495		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2095480	2098974	-	XM_002417480.1		XP_002417525.1	conserved hypothetical protein		8045071	CD36_08810	3495	3495	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2095480	2098974	-	XP_002417525.1		XM_002417480.1	conserved hypothetical protein		8045071	CD36_08810	3495	1164	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2100235	2100762	+						8045072	CD36_08820	528		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2100235	2100762	+	XM_002417481.1		XP_002417526.1	conserved hypothetical protein		8045072	CD36_08820	528	528	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2100235	2100762	+	XP_002417526.1		XM_002417481.1	conserved hypothetical protein		8045072	CD36_08820	528	175	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2101101	2103977	-						8045073	CD36_08830	2877		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2101101	2103977	-	XM_002417482.1		XP_002417527.1	conserved hypothetical protein		8045073	CD36_08830	2877	2877	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2101101	2103977	-	XP_002417527.1		XM_002417482.1	conserved hypothetical protein		8045073	CD36_08830	2877	958	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2105179	2107020	+						8045074	CD36_08840	1842		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2105179	2107020	+	XM_002417483.1		XP_002417528.1	polo-like inase, putative		8045074	CD36_08840	1842	1842	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2105179	2107020	+	XP_002417528.1		XM_002417483.1	polo-like inase, putative		8045074	CD36_08840	1842	613	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2107233	2109584	+						8045075	CD36_08850	2352		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2107233	2109584	+	XM_002417484.1		XP_002417529.1	pH-response regulator protein, putative		8045075	CD36_08850	2352	2352	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2107233	2109584	+	XP_002417529.1		XM_002417484.1	pH-response regulator protein, putative		8045075	CD36_08850	2352	783	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2109768	2111180	+						8045076	CD36_08860	1413		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2109768	2111180	+	XM_002417485.1		XP_002417530.1	isopentenyl-diphosphate: tRNA isopentenyltransferase, putative		8045076	CD36_08860	1413	1413	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2109768	2111180	+	XP_002417530.1		XM_002417485.1	isopentenyl-diphosphate: tRNA isopentenyltransferase, putative		8045076	CD36_08860	1413	470	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2111398	2112672	-						8045077	CD36_08870	1275		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2111398	2112672	-	XM_002417486.1		XP_002417531.1	iron transporter, putative		8045077	CD36_08870	1275	1275	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2111398	2112672	-	XP_002417531.1		XM_002417486.1	iron transporter, putative		8045077	CD36_08870	1275	424	
gene	pseudogene	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2114256	2114587	+						8045078	CD36_08875	332		pseudo
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2114726	2116126	+						8045079	CD36_08880	1401		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2114726	2116126	+	XM_002417487.1		XP_002417532.1	secretory lipase 2 precursor, putative		8045079	CD36_08880	1401	1401	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2114726	2116126	+	XP_002417532.1		XM_002417487.1	secretory lipase 2 precursor, putative		8045079	CD36_08880	1401	466	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2117012	2119612	+						8045080	CD36_08890	2601		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2117012	2119612	+	XM_002417488.1		XP_002417533.1	conserved hypothetical protein		8045080	CD36_08890	2601	2601	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2117012	2119612	+	XP_002417533.1		XM_002417488.1	conserved hypothetical protein		8045080	CD36_08890	2601	866	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2120286	2121260	+						8045081	CD36_08900	975		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2120286	2121260	+	XM_002417489.1		XP_002417534.1	inorganic pyrophosphatase, mitochondrial precursor, putative		8045081	CD36_08900	975	975	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2120286	2121260	+	XP_002417534.1		XM_002417489.1	inorganic pyrophosphatase, mitochondrial precursor, putative		8045081	CD36_08900	975	324	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2121516	2126444	-						8045082	CD36_08910	4929		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2121516	2126444	-	XM_002417490.1		XP_002417535.1	nuclear pore protein, putative		8045082	CD36_08910	4929	4929	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2121516	2126444	-	XP_002417535.1		XM_002417490.1	nuclear pore protein, putative		8045082	CD36_08910	4929	1642	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2126776	2128071	+						8045083	CD36_08920	1296		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2126776	2128071	+	XM_002417491.1		XP_002417536.1	mevalonate kinase, putative		8045083	CD36_08920	1296	1296	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2126776	2128071	+	XP_002417536.1		XM_002417491.1	mevalonate kinase, putative		8045083	CD36_08920	1296	431	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2128200	2129186	-						8045084	CD36_08930	987		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2128200	2129186	-	XM_002417492.1		XP_002417537.1	conserved hypothetical protein		8045084	CD36_08930	987	987	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2128200	2129186	-	XP_002417537.1		XM_002417492.1	conserved hypothetical protein		8045084	CD36_08930	987	328	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2129380	2129787	+						8045085	CD36_08940	408		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2129380	2129787	+	XM_002417493.1		XP_002417538.1	conserved hypothetical protein		8045085	CD36_08940	408	408	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2129380	2129787	+	XP_002417538.1		XM_002417493.1	conserved hypothetical protein		8045085	CD36_08940	408	135	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2129839	2131431	-						8045086	CD36_08950	1593		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2129839	2131431	-	XM_002417494.1		XP_002417539.1	GMP synthetase, putative		8045086	CD36_08950	1593	1593	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2129839	2131431	-	XP_002417539.1		XM_002417494.1	GMP synthetase, putative		8045086	CD36_08950	1593	530	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2132054	2132389	+						8045087	CD36_08960	336		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2132054	2132389	+	XM_002417495.1		XP_002417540.1	conserved hypothetical protein		8045087	CD36_08960	336	336	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2132054	2132389	+	XP_002417540.1		XM_002417495.1	conserved hypothetical protein		8045087	CD36_08960	336	111	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2132582	2133985	+						8045088	CD36_08970	1404		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2132582	2133985	+	XM_002417496.1		XP_002417541.1	microtubule-associated protein, putative		8045088	CD36_08970	1404	1404	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2132582	2133985	+	XP_002417541.1		XM_002417496.1	microtubule-associated protein, putative		8045088	CD36_08970	1404	467	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2134041	2135390	-						8045089	CD36_08980	1350		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2134041	2135390	-	XM_002417497.1		XP_002417542.1	conserved hypothetical protein		8045089	CD36_08980	1350	1350	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2134041	2135390	-	XP_002417542.1		XM_002417497.1	conserved hypothetical protein		8045089	CD36_08980	1350	449	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2136023	2136943	+						8045090	CD36_08990	921		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2136023	2136943	+	XM_002417498.1		XP_002417543.1	CAAX farnesyltransferase alpha subunit, putative		8045090	CD36_08990	921	921	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2136023	2136943	+	XP_002417543.1		XM_002417498.1	CAAX farnesyltransferase alpha subunit, putative		8045090	CD36_08990	921	306	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2142331	2143893	+						8045091	CD36_09000	1563		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2142331	2143893	+	XM_002417499.1		XP_002417544.1	conserved hypothetical protein		8045091	CD36_09000	1563	1563	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2142331	2143893	+	XP_002417544.1		XM_002417499.1	conserved hypothetical protein		8045091	CD36_09000	1563	520	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2146447	2148069	+						8045092	CD36_09010	1623		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2146447	2148069	+	XM_002417500.1		XP_002417545.1	conserved hypothetical protein		8045092	CD36_09010	1623	1623	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2146447	2148069	+	XP_002417545.1		XM_002417500.1	conserved hypothetical protein		8045092	CD36_09010	1623	540	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2148263	2149669	-						8045093	CD36_09020	1407		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2148263	2149669	-	XM_002417501.1		XP_002417546.1	secretory lipase 1 precursor, putative		8045093	CD36_09020	1407	1407	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2148263	2149669	-	XP_002417546.1		XM_002417501.1	secretory lipase 1 precursor, putative		8045093	CD36_09020	1407	468	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2151171	2152568	-						8045094	CD36_09030	1398		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2151171	2152568	-	XM_002417502.1		XP_002417547.1	secretory lipase 10 precursor, putative		8045094	CD36_09030	1398	1398	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2151171	2152568	-	XP_002417547.1		XM_002417502.1	secretory lipase 10 precursor, putative		8045094	CD36_09030	1398	465	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2153769	2155160	-						8045095	CD36_09040	1392		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2153769	2155160	-	XM_002417503.1		XP_002417548.1	secretory lipase 6 precursor, putative		8045095	CD36_09040	1392	1392	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2153769	2155160	-	XP_002417548.1		XM_002417503.1	secretory lipase 6 precursor, putative		8045095	CD36_09040	1392	463	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2157442	2158260	+						8045096	CD36_09050	819		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2157442	2158260	+	XM_002417504.1		XP_002417549.1	conserved hypothetical protein		8045096	CD36_09050	819	819	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2157442	2158260	+	XP_002417549.1		XM_002417504.1	conserved hypothetical protein		8045096	CD36_09050	819	272	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2158333	2158797	-						8045097	CD36_09060	465		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2158333	2158797	-	XM_002417505.1		XP_002417550.1	conserved hypothetical protein		8045097	CD36_09060	465	465	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2158333	2158797	-	XP_002417550.1		XM_002417505.1	conserved hypothetical protein		8045097	CD36_09060	465	154	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2159883	2161194	+						8045098	CD36_09070	1312		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2159883	2161194	+	XM_002417506.1		XP_002417551.1	NAD+-specific isocitric dehydrogenase, putative		8045098	CD36_09070	1095	1095	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2159883	2161194	+	XP_002417551.1		XM_002417506.1	NAD+-specific isocitric dehydrogenase, putative		8045098	CD36_09070	1095	364	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2161735	2163021	+						8045099	CD36_09080	1287		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2161735	2163021	+	XM_002417507.1		XP_002417552.1	IMP-aspartate ligase, putative		8045099	CD36_09080	1287	1287	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2161735	2163021	+	XP_002417552.1		XM_002417507.1	IMP-aspartate ligase, putative		8045099	CD36_09080	1287	428	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2163765	2165371	+						8045100	CD36_09090	1607		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2163765	2165371	+	XM_002417508.1		XP_002417553.1	conserved hypothetical protein		8045100	CD36_09090	1533	1533	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2163765	2165371	+	XP_002417553.1		XM_002417508.1	conserved hypothetical protein		8045100	CD36_09090	1533	510	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2165798	2168095	+						8045101	CD36_09100	2298		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2165798	2168095	+	XM_002417509.1		XP_002417554.1	polyubiquitin binding protein, putative		8045101	CD36_09100	2298	2298	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2165798	2168095	+	XP_002417554.1		XM_002417509.1	polyubiquitin binding protein, putative		8045101	CD36_09100	2298	765	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2168130	2168462	-						8045102	CD36_09110	333		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2168130	2168462	-	XM_002417510.1		XP_002417555.1	conserved hypothetical protein		8045102	CD36_09110	333	333	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2168130	2168462	-	XP_002417555.1		XM_002417510.1	conserved hypothetical protein		8045102	CD36_09110	333	110	
gene	protein_coding	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2169214	2170755	+						8045103	CD36_09120	1542		partial
mRNA		GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2169214	2170755	+	XM_002417511.1		XP_002417556.1	cyclopropane-fatty-acyl-phospholipid synthase, putative		8045103	CD36_09120	1542	1542	partial
CDS	with_protein	GCF_000026945.1	Primary Assembly	chromosome	1	NC_012860.1	2169214	2170755	+	XP_002417556.1		XM_002417511.1	cyclopropane-fatty-acyl-phospholipid synthase, putative		8045103	CD36_09120	1542	513	
