# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	557279	557845	-						4619145	AGOS_ABR095C	567		partial;old_locus_tag=ABR095C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	557279	557845	-	NM_208394.2		NP_983041.2	ABR095Cp		4619145	AGOS_ABR095C	567	567	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	557279	557845	-	NP_983041.2		NM_208394.2	ABR095Cp		4619145	AGOS_ABR095C	567	188	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	558591	559046	-						4619146	AGOS_ABR096C	456		partial;old_locus_tag=ABR096C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	558591	559046	-	NM_208395.2		NP_983042.2	ABR096Cp		4619146	AGOS_ABR096C	456	456	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	558591	559046	-	NP_983042.2		NM_208395.2	ABR096Cp		4619146	AGOS_ABR096C	456	151	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	559364	560773	-						4619147	AGOS_ABR097C	1410		partial;old_locus_tag=ABR097C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	559364	560773	-	NM_208396.2		NP_983043.2	ABR097Cp		4619147	AGOS_ABR097C	1410	1410	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	559364	560773	-	NP_983043.2		NM_208396.2	ABR097Cp		4619147	AGOS_ABR097C	1410	469	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	561396	562016	-						4619148	AGOS_ABR098C	621		partial;old_locus_tag=ABR098C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	561396	562016	-	NM_208397.2		NP_983044.2	ABR098Cp		4619148	AGOS_ABR098C	621	621	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	561396	562016	-	NP_983044.2		NM_208397.2	ABR098Cp		4619148	AGOS_ABR098C	621	206	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	562402	565761	-						4619149	AGOS_ABR099C	3360		partial;old_locus_tag=ABR099C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	562402	565761	-	NM_208398.2		NP_983045.2	ABR099Cp		4619149	AGOS_ABR099C	3360	3360	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	562402	565761	-	NP_983045.2		NM_208398.2	ABR099Cp		4619149	AGOS_ABR099C	3360	1119	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	565990	566211	-						4619150	AGOS_ABR099WA	222		partial;old_locus_tag=ABR099W-A
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	565990	566211	-	NM_208399.1		NP_983046.1	ABR099W-Ap		4619150	AGOS_ABR099WA	222	222	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	565990	566211	-	NP_983046.1		NM_208399.1	ABR099W-Ap		4619150	AGOS_ABR099WA	222	73	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	566817	567539	+						4619151	AGOS_ABR100W	723		partial;old_locus_tag=ABR100W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	566817	567539	+	NM_208400.2		NP_983047.1	ABR100Wp		4619151	AGOS_ABR100W	723	723	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	566817	567539	+	NP_983047.1		NM_208400.2	ABR100Wp		4619151	AGOS_ABR100W	723	240	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	567608	570091	-						4619152	AGOS_ABR101C	2484		partial;old_locus_tag=ABR101C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	567608	570091	-	NM_208401.2		NP_983048.2	ABR101Cp		4619152	AGOS_ABR101C	2484	2484	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	567608	570091	-	NP_983048.2		NM_208401.2	ABR101Cp		4619152	AGOS_ABR101C	2484	827	
gene	tRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	570576	570649	+						4619153	AGOS_t0037	74		
tRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	570576	570649	+				tRNA-Val		4619153	AGOS_t0037	74		
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	571124	573799	+						4619001	AGOS_ABR102W	2676		partial;old_locus_tag=ABR102W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	571124	573799	+	NM_208402.2		NP_983049.2	ABR102Wp		4619001	AGOS_ABR102W	2676	2676	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	571124	573799	+	NP_983049.2		NM_208402.2	ABR102Wp		4619001	AGOS_ABR102W	2676	891	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	573888	574211	-						4619154	AGOS_ABR103C	324		partial;old_locus_tag=ABR103C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	573888	574211	-	NM_208403.1		NP_983050.1	ABR103Cp		4619154	AGOS_ABR103C	324	324	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	573888	574211	-	NP_983050.1		NM_208403.1	ABR103Cp		4619154	AGOS_ABR103C	324	107	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	574318	575304	+						4619155	AGOS_ABR104W	987		partial;old_locus_tag=ABR104W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	574318	575304	+	NM_208404.1		NP_983051.1	ABR104Wp		4619155	AGOS_ABR104W	987	987	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	574318	575304	+	NP_983051.1		NM_208404.1	ABR104Wp		4619155	AGOS_ABR104W	987	328	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	575349	576281	-						4619156	AGOS_ABR105C	933		partial;old_locus_tag=ABR105C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	575349	576281	-	NM_208405.2		NP_983052.2	ABR105Cp		4619156	AGOS_ABR105C	933	933	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	575349	576281	-	NP_983052.2		NM_208405.2	ABR105Cp		4619156	AGOS_ABR105C	933	310	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	576680	577624	-						4619157	AGOS_ABR106C	945		partial;old_locus_tag=ABR106C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	576680	577624	-	NM_208406.2		NP_983053.2	ABR106Cp		4619157	AGOS_ABR106C	879	879	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	576680	577624	-	NP_983053.2		NM_208406.2	ABR106Cp		4619157	AGOS_ABR106C	879	292	
gene	snRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	578391	578470	+						4619158	AGOS_AgSNR41	80		old_locus_tag=AgSNR41
ncRNA	snRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	578391	578470	+	NR_149386.1			AgSNR41		4619158	AGOS_AgSNR41	80	80	
gene	snRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	578629	578665	+						4618939	AGOS_AgSNR70	37		old_locus_tag=AgSNR70
ncRNA	snRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	578629	578665	+	NR_149417.1			AgSNR70		4618939	AGOS_AgSNR70	37	37	
gene	snRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	578741	578835	+						4619159	AGOS_AgSNR51	95		old_locus_tag=AgSNR51
ncRNA	snRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	578741	578835	+	NR_149396.1			AgSNR51		4619159	AGOS_AgSNR51	95	95	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	579169	581688	+						4619160	AGOS_ABR107W	2520		partial;old_locus_tag=ABR107W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	579169	581688	+	NM_208407.2		NP_983054.2	ABR107Wp		4619160	AGOS_ABR107W	2520	2520	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	579169	581688	+	NP_983054.2		NM_208407.2	ABR107Wp		4619160	AGOS_ABR107W	2520	839	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	581795	588769	-						4619161	AGOS_ABR108C	6975		partial;old_locus_tag=ABR108C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	581795	588769	-	NM_208408.2		NP_983055.2	ABR108Cp		4619161	AGOS_ABR108C	6975	6975	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	581795	588769	-	NP_983055.2		NM_208408.2	ABR108Cp		4619161	AGOS_ABR108C	6975	2324	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	588848	589207	-						4619162	AGOS_ABR109C	360		partial;old_locus_tag=ABR109C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	588848	589207	-	NM_208409.1		NP_983056.1	ABR109Cp		4619162	AGOS_ABR109C	360	360	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	588848	589207	-	NP_983056.1		NM_208409.1	ABR109Cp		4619162	AGOS_ABR109C	360	119	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	589350	591713	+						4619163	AGOS_ABR110W	2364		partial;old_locus_tag=ABR110W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	589350	591713	+	NM_208410.2		NP_983057.2	ABR110Wp		4619163	AGOS_ABR110W	2364	2364	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	589350	591713	+	NP_983057.2		NM_208410.2	ABR110Wp		4619163	AGOS_ABR110W	2364	787	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	591905	594274	-						4619164	AGOS_ABR111C	2370		partial;old_locus_tag=ABR111C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	591905	594274	-	NM_208411.2		NP_983058.2	ABR111Cp		4619164	AGOS_ABR111C	2370	2370	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	591905	594274	-	NP_983058.2		NM_208411.2	ABR111Cp		4619164	AGOS_ABR111C	2370	789	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	594492	600920	-						4619165	AGOS_ABR112C	6429		partial;old_locus_tag=ABR112C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	594492	600920	-	NM_208412.2		NP_983059.2	ABR112Cp		4619165	AGOS_ABR112C	6429	6429	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	594492	600920	-	NP_983059.2		NM_208412.2	ABR112Cp		4619165	AGOS_ABR112C	6429	2142	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	601289	602920	-						4619166	AGOS_ABR113C	1632		partial;old_locus_tag=ABR113C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	601289	602920	-	NM_208413.2		NP_983060.2	ABR113Cp		4619166	AGOS_ABR113C	1632	1632	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	601289	602920	-	NP_983060.2		NM_208413.2	ABR113Cp		4619166	AGOS_ABR113C	1632	543	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	603272	607111	-						4619167	AGOS_ABR114C	3840		partial;old_locus_tag=ABR114C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	603272	607111	-	NM_208414.1		NP_983061.1	ABR114Cp		4619167	AGOS_ABR114C	3840	3840	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	603272	607111	-	NP_983061.1		NM_208414.1	ABR114Cp		4619167	AGOS_ABR114C	3840	1279	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	607312	607887	-						4619168	AGOS_ABR115C	576		partial;old_locus_tag=ABR115C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	607312	607887	-	NM_208415.2		NP_983062.2	ABR115Cp		4619168	AGOS_ABR115C	576	576	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	607312	607887	-	NP_983062.2		NM_208415.2	ABR115Cp		4619168	AGOS_ABR115C	576	191	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	608102	609439	-						4619169	AGOS_ABR116C	1338		partial;old_locus_tag=ABR116C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	608102	609439	-	NM_208416.1		NP_983063.1	ABR116Cp		4619169	AGOS_ABR116C	1338	1338	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	608102	609439	-	NP_983063.1		NM_208416.1	ABR116Cp		4619169	AGOS_ABR116C	1338	445	
gene	snRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	609848	609934	+						4619170	AGOS_AgSNR49	87		old_locus_tag=AgSNR49
ncRNA	snRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	609848	609934	+	NR_149394.1			AgSNR49		4619170	AGOS_AgSNR49	87	87	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	610017	611059	-						4619171	AGOS_ABR117C	1043		partial;old_locus_tag=ABR117C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	610017	611059	-	NM_208417.4		NP_983064.4	ABR117Cp		4619171	AGOS_ABR117C	990	990	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	610017	611059	-	NP_983064.4		NM_208417.4	ABR117Cp		4619171	AGOS_ABR117C	990	329	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	611450	613072	-						4619172	AGOS_ABR118C	1623		partial;old_locus_tag=ABR118C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	611450	613072	-	NM_208418.2		NP_983065.2	ABR118Cp		4619172	AGOS_ABR118C	1623	1623	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	611450	613072	-	NP_983065.2		NM_208418.2	ABR118Cp		4619172	AGOS_ABR118C	1623	540	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	613571	614851	-						4619173	AGOS_ABR119C	1281		partial;old_locus_tag=ABR119C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	613571	614851	-	NM_208419.2		NP_983066.2	ABR119Cp		4619173	AGOS_ABR119C	1281	1281	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	613571	614851	-	NP_983066.2		NM_208419.2	ABR119Cp		4619173	AGOS_ABR119C	1281	426	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	615060	616922	-						4619174	AGOS_ABR120C	1863		partial;old_locus_tag=ABR120C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	615060	616922	-	NM_208420.1		NP_983067.1	ABR120Cp		4619174	AGOS_ABR120C	1509	1509	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	615060	616922	-	NP_983067.1		NM_208420.1	ABR120Cp		4619174	AGOS_ABR120C	1509	502	
gene	snRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	615815	616021	-						4619175	AGOS_AgSNR191	207		old_locus_tag=AgSNR191
ncRNA	snRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	615815	616021	-	NR_149368.1			AgSNR191		4619175	AGOS_AgSNR191	207	207	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	617142	618086	-						4619176	AGOS_ABR121C	945		partial;old_locus_tag=ABR121C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	617142	618086	-	NM_208421.1		NP_983068.1	ABR121Cp		4619176	AGOS_ABR121C	945	945	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	617142	618086	-	NP_983068.1		NM_208421.1	ABR121Cp		4619176	AGOS_ABR121C	945	314	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	618456	619349	-						4619177	AGOS_ABR122C	894		partial;old_locus_tag=ABR122C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	618456	619349	-	NM_208422.2		NP_983069.2	ABR122Cp		4619177	AGOS_ABR122C	894	894	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	618456	619349	-	NP_983069.2		NM_208422.2	ABR122Cp		4619177	AGOS_ABR122C	894	297	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	619570	620397	+						4619178	AGOS_ABR123W	828		partial;old_locus_tag=ABR123W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	619570	620397	+	NM_208423.1		NP_983070.1	ABR123Wp		4619178	AGOS_ABR123W	828	828	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	619570	620397	+	NP_983070.1		NM_208423.1	ABR123Wp		4619178	AGOS_ABR123W	828	275	
gene	tRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	620512	620585	-						4619179	AGOS_t0038	74		
tRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	620512	620585	-				tRNA-Asn		4619179	AGOS_t0038	74		
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	621909	623696	-						4619002	AGOS_ABR124C	1788		partial;old_locus_tag=ABR124C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	621909	623696	-	NM_208424.1		NP_983071.1	ABR124Cp		4619002	AGOS_ABR124C	1788	1788	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	621909	623696	-	NP_983071.1		NM_208424.1	ABR124Cp		4619002	AGOS_ABR124C	1788	595	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	624121	628587	-						4619180	AGOS_ABR125C	4467		partial;old_locus_tag=ABR125C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	624121	628587	-	NM_208425.3		NP_983072.3	ABR125Cp		4619180	AGOS_ABR125C	4467	4467	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	624121	628587	-	NP_983072.3		NM_208425.3	ABR125Cp		4619180	AGOS_ABR125C	4467	1488	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	628857	633392	+						4619181	AGOS_ABR126W	4536		partial;old_locus_tag=ABR126W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	628857	633392	+	NM_208426.2		NP_983073.2	ABR126Wp		4619181	AGOS_ABR126W	4536	4536	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	628857	633392	+	NP_983073.2		NM_208426.2	ABR126Wp		4619181	AGOS_ABR126W	4536	1511	
gene	tRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	633848	633937	+						4619182	AGOS_t0039	90		
tRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	633848	633937	+				tRNA-Arg		4619182	AGOS_t0039	73		
gene	tRNA	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	633957	634046	+						4619003	AGOS_t0040	90		
tRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	633957	634046	+				tRNA-Arg		4619003	AGOS_t0040	73		
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	634437	635489	-						4619004	AGOS_ABR127C	1053		partial;old_locus_tag=ABR127C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	634437	635489	-	NM_208427.2		NP_983074.2	ABR127Cp		4619004	AGOS_ABR127C	1053	1053	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	634437	635489	-	NP_983074.2		NM_208427.2	ABR127Cp		4619004	AGOS_ABR127C	1053	350	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	637507	638652	+						4619183	AGOS_ABR128W	1146		partial;old_locus_tag=ABR128W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	637507	638652	+	NM_208428.2		NP_983075.2	ABR128Wp		4619183	AGOS_ABR128W	1146	1146	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	637507	638652	+	NP_983075.2		NM_208428.2	ABR128Wp		4619183	AGOS_ABR128W	1146	381	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	639090	640361	-						4619184	AGOS_ABR129C	1272		partial;old_locus_tag=ABR129C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	639090	640361	-	NM_208429.2		NP_983076.2	ABR129Cp		4619184	AGOS_ABR129C	1272	1272	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	639090	640361	-	NP_983076.2		NM_208429.2	ABR129Cp		4619184	AGOS_ABR129C	1272	423	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	641269	641604	+						4619185	AGOS_ABR130W	336		partial;old_locus_tag=ABR130W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	641269	641604	+	NM_208430.2		NP_983077.2	ABR130Wp		4619185	AGOS_ABR130W	336	336	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	641269	641604	+	NP_983077.2		NM_208430.2	ABR130Wp		4619185	AGOS_ABR130W	336	111	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	641859	643643	+						4619186	AGOS_ABR131W	1785		partial;old_locus_tag=ABR131W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	641859	643643	+	NM_208431.1		NP_983078.1	ABR131Wp		4619186	AGOS_ABR131W	1785	1785	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	641859	643643	+	NP_983078.1		NM_208431.1	ABR131Wp		4619186	AGOS_ABR131W	1785	594	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	643920	644726	-						4619187	AGOS_ABR132C	807		partial;old_locus_tag=ABR132C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	643920	644726	-	NM_208432.1		NP_983079.1	ABR132Cp		4619187	AGOS_ABR132C	807	807	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	643920	644726	-	NP_983079.1		NM_208432.1	ABR132Cp		4619187	AGOS_ABR132C	807	268	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	645024	645314	+						4619188	AGOS_ABR133W	291		partial;old_locus_tag=ABR133W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	645024	645314	+	NM_208433.1		NP_983080.1	ABR133Wp		4619188	AGOS_ABR133W	291	291	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	645024	645314	+	NP_983080.1		NM_208433.1	ABR133Wp		4619188	AGOS_ABR133W	291	96	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	645405	648338	-						4619191	AGOS_ABR134C	2934		partial;old_locus_tag=ABR134C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	645405	648338	-	NM_208434.2		NP_983081.2	ABR134Cp		4619191	AGOS_ABR134C	2934	2934	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	645405	648338	-	NP_983081.2		NM_208434.2	ABR134Cp		4619191	AGOS_ABR134C	2934	977	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	648713	649957	-						4619192	AGOS_ABR135C	1245		partial;old_locus_tag=ABR135C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	648713	649957	-	NM_208435.1		NP_983082.1	ABR135Cp		4619192	AGOS_ABR135C	1245	1245	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	648713	649957	-	NP_983082.1		NM_208435.1	ABR135Cp		4619192	AGOS_ABR135C	1245	414	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	650249	653176	+						4619193	AGOS_ABR136W	2928		partial;old_locus_tag=ABR136W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	650249	653176	+	NM_208436.2		NP_983083.2	ABR136Wp		4619193	AGOS_ABR136W	2928	2928	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	650249	653176	+	NP_983083.2		NM_208436.2	ABR136Wp		4619193	AGOS_ABR136W	2928	975	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	653347	656214	+						4619194	AGOS_ABR137W	2868		partial;old_locus_tag=ABR137W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	653347	656214	+	NM_208437.2		NP_983084.2	ABR137Wp		4619194	AGOS_ABR137W	2868	2868	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	653347	656214	+	NP_983084.2		NM_208437.2	ABR137Wp		4619194	AGOS_ABR137W	2868	955	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	656302	657966	-						4619195	AGOS_ABR138C	1665		partial;old_locus_tag=ABR138C
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	656302	657966	-	NM_208438.2		NP_983085.2	ABR138Cp		4619195	AGOS_ABR138C	1665	1665	partial
CDS	with_protein	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	656302	657966	-	NP_983085.2		NM_208438.2	ABR138Cp		4619195	AGOS_ABR138C	1665	554	
gene	protein_coding	GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	658370	662350	+						4619196	AGOS_ABR139W	3981		partial;old_locus_tag=ABR139W
mRNA		GCF_000091025.4	Primary Assembly	chromosome	II	NC_005783.5	658370	662350	+	NM_208439.2		NP_983086.2	ABR139Wp		4619196	AGOS_ABR139W	3981	3981	partial
